Title,Price,isPrime,Url,Rating,Reviews,Id
"GreedA(r) Mk2 4K High End Gaming PC Raytracing aEUR"" Intel Core i7 10700F 8 Core Nvidia Geforce RTX 3060 aEUR"" RGB ultra veloce + desktop da 4,8 GHz aEUR"" 32 GB DDR4 RAM aEUR"" Disco da 1TB SSD aEUR"" WLAN + W11 Pro",999.9,0,https://www.amazon.it//sspa/click?ie=UTF8&spc=MToxNzg0MzgxODA0NTA2Njc2OjE2OTk0NDEyNzk6c3BfYXRmX25leHQ6MjAxNjMyOTkxNDYzOTg6OjA6Og&url=%2FGreed%25C2%25AE-Mk2-High-Gaming-Raytracing%2Fdp%2FB0C1C8HNFP%2Fref%3Dsr_1_50_sspa%3Fkeywords%3Dgpu%26qid%3D1699441279%26sr%3D8-50-spons%26ufe%3Dapp_do%253Aamzn1.fos.9d4f9b77-768c-4a4e-94ad-33674c20ab35%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1,4.3,163,54
HP AMD FirePro 2270 NVIDIA QUADRO RTX5000 16GB CTLR,1719.0,0,https://www.amazon.it//sspa/click?ie=UTF8&spc=MToxNzg0MzgxODA0NTA2Njc2OjE2OTk0NDEyNzk6c3BfYXRmX25leHQ6MjAxNDE0MjY2NDU0OTg6OjA6Og&url=%2FHP-NVIDIA-Quadro-5000-16GB%2Fdp%2FB07PJSNX3F%2Fref%3Dsr_1_51_sspa%3Fkeywords%3Dgpu%26qid%3D1699441279%26sr%3D8-51-spons%26ufe%3Dapp_do%253Aamzn1.fos.9d4f9b77-768c-4a4e-94ad-33674c20ab35%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1,4.7,2,55
"upHere Supporto GPU 5V ARGB Scheda Grafica con striscia a doppio LED,Regolazione a 360 gradi,impedisce l'abbassamento, per tutte le Schede Grafiche,GH05CK-D",29.99,1,https://www.amazon.it//sspa/click?ie=UTF8&spc=MToxNzg0MzgxODA0NTA2Njc2OjE2OTk0NDEyNzk6c3BfYXRmX25leHQ6MjAxNjAxNDY1MzQ3OTg6OjA6Og&url=%2FupHere-Supporto-Regolazione-impedisce-labbassamento%2Fdp%2FB0C27XQGDB%2Fref%3Dsr_1_52_sspa%3Fkeywords%3Dgpu%26qid%3D1699441279%26sr%3D8-52-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1,4.5,4,56
"ASUS DUAL AMD Radeon RX 7600 V2 OC Edition Scheda Grafica, 8 GB GDDR6 128-bit 18 Gbps PCIE 4.0, GPU Tweak III, DUAL-RX7600-O8G-V2",316.85,1,https://www.amazon.it//ASUS-Radeon-Grafica-128-bit-DUAL-RX7600-O8G-V2/dp/B0C6B3147Z/ref=sr_1_53?keywords=gpu&qid=1699441279&sr=8-53&ufe=app_do%3Aamzn1.fos.9d4f9b77-768c-4a4e-94ad-33674c20ab35,5.0,3,57
"ASUS DUAL NVIDIA GeForce RTX 4060 Ti OC Edition Scheda Grafica, 16 GB GDDR6 128-bit, OpenGL 4.6, 18 Gbps PCIE 4.0, HDMI, DisplayPort, GPU Tweak III, DUAL-RTX4060TI-O16G",545.8,1,https://www.amazon.it//ASUS-GeForce-Grafica-DisplayPort-DUAL-RTX4060TI-O16G/dp/B0CC33B3PZ/ref=sr_1_54?keywords=gpu&qid=1699441279&sr=8-54&ufe=app_do%3Aamzn1.fos.9d4f9b77-768c-4a4e-94ad-33674c20ab35,5.0,3,58
"ASUS Dual NVIDIA GeForce RTX 4070 OC Edition Scheda Grafica, 12 GB GDDR6X 192-bit 21 Gbps PCIE 4.0, GPU Tweak III, DUAL-RTX4070-O12G-WHITE",694.12,0,https://www.amazon.it//ASUS-GeForce-Grafica-192-bit-DUAL-RTX4070-O12G-WHITE/dp/B0C1T4NSFB/ref=sr_1_55?keywords=gpu&qid=1699441279&sr=8-55&ufe=app_do%3Aamzn1.fos.9d4f9b77-768c-4a4e-94ad-33674c20ab35,4.7,30,59
EZDIY-FAB GPU VGA PCIe 8 pin U Turn 180 Gradi Angolo Connettore Scheda Adattatore di Alimentazione per Scheda Grafica Desktop di Tipo Standard 2 Pack,9.99,1,https://www.amazon.it//sspa/click?ie=UTF8&spc=MTo3MzgwNjc4NjIxOTE0Njc2OjE2OTk0NDEyNzk6c3Bfc2VhcmNoX3RoZW1hdGljOjIwMDgxMjk1OTY2NDAzOjowOjo&url=%2FEZDIY-FAB-Connettore-Adattatore-Alimentazione-Standard%2Fdp%2FB096V959Z2%2Fref%3Dsxin_17_pa_sp_search_thematic_sspa%3Fcontent-id%3Damzn1.sym.67a3e64a-7fcc-40cb-a348-256ff292c061%253Aamzn1.sym.67a3e64a-7fcc-40cb-a348-256ff292c061%26cv_ct_cx%3Dgpu%26keywords%3Dgpu%26pd_rd_i%3DB096V959Z2%26pd_rd_r%3D02ce2404-311d-43fd-9762-33ca794fb6b5%26pd_rd_w%3DuCBsX%26pd_rd_wg%3D6DLxF%26pf_rd_p%3D67a3e64a-7fcc-40cb-a348-256ff292c061%26pf_rd_r%3DA4NX8QYXV56N7ZWZXJ9W%26qid%3D1699441279%26sbo%3DRZvfv%252F%252FHxDF%252BO5021pAnSA%253D%253D%26sr%3D1-49-b1149505-6a8e-43e6-ad16-2b4f2671e365-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9zZWFyY2hfdGhlbWF0aWM%26psc%3D1,4.6,664,60
"EZDIY-FAB Staffa di Supporto per GPU, Supporto per Scheda Grafica, Supporto per GPU Regolabile in Altezza, Supporto per Scheda Video in Alluminio - Bianco",14.99,1,https://www.amazon.it//sspa/click?ie=UTF8&spc=MTo3MzgwNjc4NjIxOTE0Njc2OjE2OTk0NDEyNzk6c3Bfc2VhcmNoX3RoZW1hdGljOjMwMDAzNTU5MzIxNzUzMjo6MTo6&url=%2FEZDIY-FAB-Supporto-GPU-Regolabile-Alluminio%2Fdp%2FB0C7G7GWKJ%2Fref%3Dsxin_17_pa_sp_search_thematic_sspa%3Fcontent-id%3Damzn1.sym.67a3e64a-7fcc-40cb-a348-256ff292c061%253Aamzn1.sym.67a3e64a-7fcc-40cb-a348-256ff292c061%26cv_ct_cx%3Dgpu%26keywords%3Dgpu%26pd_rd_i%3DB0C7G7GWKJ%26pd_rd_r%3D02ce2404-311d-43fd-9762-33ca794fb6b5%26pd_rd_w%3DuCBsX%26pd_rd_wg%3D6DLxF%26pf_rd_p%3D67a3e64a-7fcc-40cb-a348-256ff292c061%26pf_rd_r%3DA4NX8QYXV56N7ZWZXJ9W%26qid%3D1699441279%26sbo%3DRZvfv%252F%252FHxDF%252BO5021pAnSA%253D%253D%26sr%3D1-50-b1149505-6a8e-43e6-ad16-2b4f2671e365-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9zZWFyY2hfdGhlbWF0aWM%26psc%3D1,4.5,122,61
Pilikoll Argent Supporto Scheda Grafica GPU Supporto Scheda Video Supporto GPU Supporto Scheda Grafica(M),10.99,1,https://www.amazon.it//sspa/click?ie=UTF8&spc=MTo3MzgwNjc4NjIxOTE0Njc2OjE2OTk0NDEyNzk6c3Bfc2VhcmNoX3RoZW1hdGljOjIwMTI4MzcyNjI3NTk4OjoyOjo&url=%2FPilikoll-Argent-Supporto-Scheda-Grafica%2Fdp%2FB0BWF7KWHC%2Fref%3Dsxin_17_pa_sp_search_thematic_sspa%3Fcontent-id%3Damzn1.sym.67a3e64a-7fcc-40cb-a348-256ff292c061%253Aamzn1.sym.67a3e64a-7fcc-40cb-a348-256ff292c061%26cv_ct_cx%3Dgpu%26keywords%3Dgpu%26pd_rd_i%3DB0BWF7KWHC%26pd_rd_r%3D02ce2404-311d-43fd-9762-33ca794fb6b5%26pd_rd_w%3DuCBsX%26pd_rd_wg%3D6DLxF%26pf_rd_p%3D67a3e64a-7fcc-40cb-a348-256ff292c061%26pf_rd_r%3DA4NX8QYXV56N7ZWZXJ9W%26qid%3D1699441279%26sbo%3DRZvfv%252F%252FHxDF%252BO5021pAnSA%253D%253D%26sr%3D1-51-b1149505-6a8e-43e6-ad16-2b4f2671e365-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9zZWFyY2hfdGhlbWF0aWM%26psc%3D1,4.6,216,62
"EZDIY-FAB Supporto per Scheda Grafica Verticale PCIe 4.0 GPU Mount Bracket,kit di Supporto VGA per Scheda Video con PCIe 4.0 X16 Gen4 17cm/6.69in Cavo Riser 90 Gradi ad Angolo Retto-Nero",62.99,1,https://www.amazon.it//sspa/click?ie=UTF8&spc=MTo3MzgwNjc4NjIxOTE0Njc2OjE2OTk0NDEyNzk6c3Bfc2VhcmNoX3RoZW1hdGljOjIwMDU3NjcyNDY0NDk4OjozOjo&url=%2FEZDIY-FAB-Supporto-grafica-verticale-supporto%2Fdp%2FB096V6JKMW%2Fref%3Dsxin_17_pa_sp_search_thematic_sspa%3Fcontent-id%3Damzn1.sym.67a3e64a-7fcc-40cb-a348-256ff292c061%253Aamzn1.sym.67a3e64a-7fcc-40cb-a348-256ff292c061%26cv_ct_cx%3Dgpu%26keywords%3Dgpu%26pd_rd_i%3DB096V6JKMW%26pd_rd_r%3D02ce2404-311d-43fd-9762-33ca794fb6b5%26pd_rd_w%3DuCBsX%26pd_rd_wg%3D6DLxF%26pf_rd_p%3D67a3e64a-7fcc-40cb-a348-256ff292c061%26pf_rd_r%3DA4NX8QYXV56N7ZWZXJ9W%26qid%3D1699441279%26sbo%3DRZvfv%252F%252FHxDF%252BO5021pAnSA%253D%253D%26sr%3D1-52-b1149505-6a8e-43e6-ad16-2b4f2671e365-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9zZWFyY2hfdGhlbWF0aWM%26psc%3D1,4.1,137,63
"Supporto Scheda Grafica, Supporto Scheda Video, Supporto GPU, alluminio aerospaziale anodizzato, Nero",11.99,1,https://www.amazon.it//sspa/click?ie=UTF8&spc=MTo3MzgwNjc4NjIxOTE0Njc2OjE2OTk0NDEyNzk6c3Bfc2VhcmNoX3RoZW1hdGljOjIwMDc0NjE1MTc4MTk4Ojo0Ojo&url=%2FOne-enjoy-Alluminio-aerospaziale-anodizzato%2Fdp%2FB08C2CTPV6%2Fref%3Dsxin_17_pa_sp_search_thematic_sspa%3Fcontent-id%3Damzn1.sym.67a3e64a-7fcc-40cb-a348-256ff292c061%253Aamzn1.sym.67a3e64a-7fcc-40cb-a348-256ff292c061%26cv_ct_cx%3Dgpu%26keywords%3Dgpu%26pd_rd_i%3DB08C2CTPV6%26pd_rd_r%3D02ce2404-311d-43fd-9762-33ca794fb6b5%26pd_rd_w%3DuCBsX%26pd_rd_wg%3D6DLxF%26pf_rd_p%3D67a3e64a-7fcc-40cb-a348-256ff292c061%26pf_rd_r%3DA4NX8QYXV56N7ZWZXJ9W%26qid%3D1699441279%26sbo%3DRZvfv%252F%252FHxDF%252BO5021pAnSA%253D%253D%26sr%3D1-53-b1149505-6a8e-43e6-ad16-2b4f2671e365-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9zZWFyY2hfdGhlbWF0aWM%26psc%3D1,4.5,1963,64
"EZDIY-FAB Scheda Grafica GPU Brace 5V 3Pin ARGB,Supporto Della Scheda Video Sag Holder Holster Bracket,Alluminio Anodizzato (Nero)",21.99,1,https://www.amazon.it//EZDIY-FAB-Grafica-Supporto-Alluminio-Anodizzato/dp/B08TBR276G/ref=sr_1_56?keywords=gpu&qid=1699441279&sr=8-56,4.4,97,65
Kalolary Morbido Tampone Conduttivo Termico -2 Pezzi Ad Alte Prestazioni Biadesivo Dissipatore di Calore Rilievo per Il GPU/CPU/VGA/IC/LED Dissipazione del Calore,9.99,1,https://www.amazon.it//Kalolary-Conductive-Prestazioni-Dissipatore-dissipazione/dp/B07GVJ8MKX/ref=sr_1_57?keywords=gpu&qid=1699441279&sr=8-57,4.3,355,66
"ASUS ROG Strix AMD Radeon RX 6650 XT V2 OC Edition Scheda Grafica, 8 GB GDDR6 128-bit 17,5 Gbps PCIE 4.0, GPU Tweak III, ROG-STRIX-RX6650XT-O8G-V2-GAMING",283.14,0,https://www.amazon.it//ASUS-Radeon-Grafica-128-bit-ROG-STRIX-RX6650XT-O8G-V2-GAMING/dp/B0BSH7B4LY/ref=sr_1_58?keywords=gpu&qid=1699441279&sr=8-58&ufe=app_do%3Aamzn1.fos.9d4f9b77-768c-4a4e-94ad-33674c20ab35,4.3,152,67
GIGABYTE VGA AMD RX 6600 EAGLE 8G,229.1,0,https://www.amazon.it//GIGABYTE-VGA-AMD-6600-EAGLE/dp/B09JCKJ2G9/ref=sr_1_59?keywords=gpu&qid=1699441279&sr=8-59&ufe=app_do%3Aamzn1.fos.9d4f9b77-768c-4a4e-94ad-33674c20ab35,4.4,328,68
"Staffa GPU, Regolabile, Staffa di Supporto GPU con Magnete Supporto Della Scheda Grafica Staffa Supporto Scheda Grafica Supporto GPU per Evitare Che la Scheda Grafica Cada (S, Argento)",9.99,1,https://www.amazon.it//Regolabile-Staffa-Supporto-Magnete-Grafica/dp/B0C6XYP8BL/ref=sr_1_60?keywords=gpu&qid=1699441279&sr=8-60,5.0,3,69
Karta graficzna GeForce RTX 3060 Gaming OC 8GB GDDR6 128bit 2DP/2HDMI,295.89,1,https://www.amazon.it//Karta-graficzna-GeForce-Gaming-128bit/dp/B0BLT75J1C/ref=sr_1_61?keywords=gpu&qid=1699441279&sr=8-61&ufe=app_do%3Aamzn1.fos.9d4f9b77-768c-4a4e-94ad-33674c20ab35,4.5,43,70
MoneyQiu HY-510>1.9W/mA*K 100gi 1/4^4 * 25gi 1/4%0 Pasta Termica CPU Pasta termoconduttiva per PC CPU GPU PS4 Processore...,17.99,1,https://www.amazon.it//MoneyQiu-HY-510-Termica-termoconduttiva-Professionale/dp/B07PHT3LWC/ref=sr_1_62?keywords=gpu&qid=1699441279&sr=8-62,4.5,3535,71
"EZDIY-FAB Supporto GPU Supporto Della Scheda Grafica GPU Supporto Della Scheda Video,Supporto Della Scheda Video Sag/Supporto Della Staffa RX6700,RTX3090-309EZ-Nero",15.99,1,https://www.amazon.it//EZDIY-FAB-Supporto-Scheda-Grafica-RTX3090-309EZ-Nero/dp/B0948R6699/ref=sr_1_63?keywords=gpu&qid=1699441279&sr=8-63,4.4,617,72
"RAGE Supporto in Alluminio per Scheda Grafica, Supporto per GPU Scheda Video, Graphics Card Holder, Design Adattabile",6.76,1,https://www.amazon.it//Supporto-Alluminio-Grafica-Graphics-Adattabile/dp/B0BXDH6B38/ref=sr_1_64?keywords=gpu&qid=1699441279&sr=8-64,4.7,41,73
"Cooler Master Thermal Pad - ConduttivitA  Termica 13,3 W/mK, Migliora Raffreddamento Componenti del PC, Elettricamente Non Conduttivo, Adesivo su Entrambi Lati, Facile da Applicare - 95 x 45 x 2,0 mm",10.99,1,https://www.amazon.it//Cooler-Master-conducibilit%C3%A0-nanoparticelle-dissipatore/dp/B09FKC13GQ/ref=sr_1_65?keywords=gpu&qid=1699441279&sr=8-65,4.5,243,74
Pilikoll YouMen Supporto Scheda Grafica GPU Supporto Supporto Scheda Video Nero Supporto GPU,11.59,1,https://www.amazon.it//YouMen-Supporto-Scheda-Grafica-Video/dp/B09Q861KPQ/ref=sr_1_66?keywords=gpu&qid=1699441279&sr=8-66,4.6,216,75
"Scheda Video MAXSUN AMD Radeon RX 550 Scheda Grafica 4GB GDDR5 ITX per computer PC, Gaming, Video, GPU 128-bit DirectX 12 PCI Express X16 3.0 DVI-D Dual Link, HDMI, DisplayPort",119.99,1,https://www.amazon.it//MAXSUN-RX-550-Computer-DisplayPort/dp/B08VHWFWSD/ref=sr_1_67?keywords=gpu&qid=1699441279&sr=8-67&ufe=app_do%3Aamzn1.fos.9d4f9b77-768c-4a4e-94ad-33674c20ab35,4.2,1081,76
"Scheda riser PCIE 8 condensatori, scheda riser GPU per Bitcoin Litecoin ETH Ethereum Mining, con cavo di prolunga USB 3.0 da 60 cm e cavo di alimentazione SATA a 6 pin (V009s-PLUS, confezione da 6)",29.98,1,https://www.amazon.it//condensatori-Litecoin-alimentazione-V009s-PLUS-confezione/dp/B09FYZQZYN/ref=sr_1_68?keywords=gpu&qid=1699441279&sr=8-68,4.3,119,77
Scheda grafica da gioco ZOTAC GEFORCE RTX 3060 Twin Edge da 12 GB GDDR6,318.0,1,https://www.amazon.it//Scheda-grafica-gioco-ZOTAC-GEFORCE/dp/B08WRF18SC/ref=sr_1_69?keywords=gpu&qid=1699441279&sr=8-69&ufe=app_do%3Aamzn1.fos.9d4f9b77-768c-4a4e-94ad-33674c20ab35,4.5,241,78
"Cooler Master ELV8 Braccio Supporto GPU con Striscia di Illuminazione ARGB, Rinforzo Scheda Grafica Universale",20.17,1,https://www.amazon.it//Cooler-Master-Addressable-Universal-Graphic/dp/B07YF64KLX/ref=sr_1_70?keywords=gpu&qid=1699441279&sr=8-70,4.3,2072,79
"ASUS TUF Gaming NVIDIA GeForce GTX 1650 V2 OC Edition Scheda Video Gaming GDDR6 4GB, PCIe 3.0, HDMI, DisplayPort, Design Compatto, GPU Tweak III, Nero",188.35,1,https://www.amazon.it//ASUS-Gaming-GeForce-DisplayPort-Compatto/dp/B0BPYXD75L/ref=sr_1_71?keywords=gpu&qid=1699441279&sr=8-71&ufe=app_do%3Aamzn1.fos.9d4f9b77-768c-4a4e-94ad-33674c20ab35,4.5,471,80
"HIBOER Supporto Scheda Supporto GPU: Supporto Scheda Video Verticale GPU Holder Regolabile con Magnete in Altezza, Supporto Scheda Grafica Realizzato in Alluminio Aerospaziale Anodizzato",7.99,1,https://www.amazon.it//HIBOER-Supporto-Scheda-GPU-Aerospaziale/dp/B0BHZB27H6/ref=sr_1_72?keywords=gpu&qid=1699441279&sr=8-72,4.6,134,81
"EZDIY-FAB Supporto Verticale per GPU PCIe 4.0 Schede Grafiche con Modulo LED ARGB 5V 3Pin,kit di Supporto per Schede VGA con Cavo Riser PCIe 4.0 X16 Gen4 17 cm/6.69in ad Angolo Retto 90 Gradi-Bianco",69.99,1,https://www.amazon.it//EZDIY-FAB-Supporto-Verticale-Grafiche-Gradi-Bianco/dp/B09WTQB3GN/ref=sr_1_73?keywords=gpu&qid=1699441279&sr=8-73,3.9,111,82
XFX VGA RADEON RX 6600 SPEEDSTER SWFT 210 8GB GDDR6,219.0,0,https://www.amazon.it//XFX-SPEEDSTER-RADEON-grafica-RX-66XL8LFDQ/dp/B09HHLX543/ref=sr_1_74?keywords=gpu&qid=1699441279&sr=8-74&ufe=app_do%3Aamzn1.fos.9d4f9b77-768c-4a4e-94ad-33674c20ab35,4.6,2513,83
"LINKUP - Cavo di Alimentazione PCIE 5.0 Angolo Destro 16Pin (12+4) to 3x8Pina""f16AWG Rivestitoa""fCompatibile con GPU RTX40 & RTX30 FEa""fProgettato solo per PSU Corsaira""f70cm",32.95,1,https://www.amazon.it//LINKUP-Alimentazione-3x8Pin%E2%94%8316AWG-Rivestito%E2%94%83Compatibile-FE%E2%94%83Progettato/dp/B0CG2CNFSH/ref=sr_1_75?keywords=gpu&qid=1699441279&sr=8-75,4.4,61,84
"ASUS ProArt NVIDIA GeForce RTX 4080 OC Edition Scheda Grafica, 16 GB GDDR6X 256-bit 22,4 Gbps PCIE 4.0, GPU Tweak III, PROART-RTX4080-O16G",1431.03,0,https://www.amazon.it//ASUS-GeForce-Grafica-256-bit-PROART-RTX4080-O16G/dp/B0C478WQF5/ref=sr_1_76?keywords=gpu&qid=1699441279&sr=8-76&ufe=app_do%3Aamzn1.fos.9d4f9b77-768c-4a4e-94ad-33674c20ab35,5.0,4,85
"EZDIY-FAB Supporto Automatico per GPU RGB Supporto Colorato per Schede Grafiche RGB Supporto per Schede Video,Supporto per Schede Video Sag/Holster",17.99,1,https://www.amazon.it//EZDIY-FAB-supporto-arcobaleno-automatici-grafiche/dp/B0888898L2/ref=sr_1_79?keywords=gpu&qid=1699441279&sr=8-79,4.4,351,86
"Corsair Hydro X Series XG7 RGB 4090 TRIO Waterblock per GPU - Per MSI GeForce RTXa,,C/ 4090 GAMING TRIO aEUR"" in rame nichelato - con backplate incluso - Nero",239.9,1,https://www.amazon.it//Corsair-RGB-4090-TRIO-Waterblock/dp/B0BRL8BXLB/ref=sr_1_80?keywords=gpu&qid=1699441279&sr=8-80&ufe=app_do%3Aamzn1.fos.9d4f9b77-768c-4a4e-94ad-33674c20ab35,4.3,39,87
HD6450 Schede video HD DDR3 scheda grafica da 2 GB per desktop,45.99,1,https://www.amazon.it//sspa/click?ie=UTF8&spc=MToxNzg0MzgxODA0NTA2Njc2OjE2OTk0NDEyNzk6c3BfbXRmOjIwMTA4MjMwMjU3MDk4OjowOjo&url=%2FHD6450-Schede-scheda-grafica-desktop%2Fdp%2FB07JX56HQC%2Fref%3Dsr_1_81_sspa%3Fkeywords%3Dgpu%26qid%3D1699441279%26sr%3D8-81-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1,3.9,147,88
"Scheda Grafica RX580, Scheda Grafica per Computer GDDR5 da 8 GB a 256 Bit con Doppia Ventola 1284/7000 MHz, Scheda Grafica Dedicata per Giochi per Computer Desktop con HDMI, 3 X DP per Computer",178.4,1,https://www.amazon.it//sspa/click?ie=UTF8&spc=MToxNzg0MzgxODA0NTA2Njc2OjE2OTk0NDEyNzk6c3BfbXRmOjMwMDA2ODUwMTUxNjQzMjo6MDo6&url=%2FGrafica-Computer-Ventola-Dedicata-Desktop%2Fdp%2FB0BHQYMXXN%2Fref%3Dsr_1_82_sspa%3Fkeywords%3Dgpu%26qid%3D1699441279%26sr%3D8-82-spons%26ufe%3Dapp_do%253Aamzn1.fos.9d4f9b77-768c-4a4e-94ad-33674c20ab35%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1,3.6,14,89
"Scheda Grafica per Computer 4G, GTX1050Ti 4G DDR5 Scheda Grafica per Computer Desktop a Doppia Ventola 1250MHz 128bit, con Slot Grafico PCIE 2.0, 640 UnitA , per Computer Desktop a Doppia Ventola",132.17,0,https://www.amazon.it//sspa/click?ie=UTF8&spc=MToxNzg0MzgxODA0NTA2Njc2OjE2OTk0NDEyNzk6c3BfbXRmOjMwMDA4MzYwNDQ3MjMzMjo6MDo6&url=%2FGrafica-Computer-GTX1050Ti-Desktop-Ventola%2Fdp%2FB09FYRC5LQ%2Fref%3Dsr_1_84_sspa%3Fkeywords%3Dgpu%26qid%3D1699441279%26sr%3D8-84-spons%26ufe%3Dapp_do%253Aamzn1.fos.9d4f9b77-768c-4a4e-94ad-33674c20ab35%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1,3.3,7,90
"One enjoy Supporto Scheda Grafica, Supporto Scheda Video, Supporto GPU (Silver-S)",10.99,1,https://www.amazon.it//One-enjoy-Supporto-Grafica-Silver-S/dp/B0BX9584D4/ref=sr_1_86?keywords=gpu&qid=1699441279&sr=8-86,4.6,42,91
"ASUS NVIDIA GeForce GT 730 Scheda Grafica PCIe 2.0, Memoria DDR3 2 GB, Raffreddamento Passivo, Auto-Extreme, GPU Tweak II, Grigio",72.6,1,https://www.amazon.it//ASUS-GeForce-Grafica-Raffreddamento-Auto-Extreme/dp/B0BHDVLWJQ/ref=sr_1_89?keywords=gpu&qid=1699441279&sr=8-89,4.6,5,92
"EZDIY-FAB PCIE Gen 4 16x Extreme Flessibile,Cavo Riser ad Alta velocitA  Porta PCI Express 4.0 Scheda di Estensione GPU-Connettore ad Angolo Retto[7.87in/20cm]",47.99,1,https://www.amazon.it//EZDIY-FAB-Flessibile-velocit%C3%A0-Estensione-GPU-Connettore/dp/B09NKNGH7N/ref=sr_1_90?keywords=gpu&qid=1699441279&sr=8-90,4.2,70,93
"EZDIY-FAB Staffa di Supporto GPU,Supporto per Scheda Grafica,Supporto GPU Altezza Regolabile,Supporto in Alluminio per Scheda Video",13.59,1,https://www.amazon.it//EZDIY-FAB-Supporto-Grafica-Regolabile-Alluminio/dp/B09NJK6SB1/ref=sr_1_91?keywords=gpu&qid=1699441279&sr=8-91,4.5,122,94
NIZEAMI GT210 1GB Schede Grafiche Scheda Video Un 64 Bit per GPU Giochi per PC -I Compatibile VGA Scheda Grafica Un Doppio Schermo Utilizzata,35.99,0,https://www.amazon.it//NIZEAMI-Grafiche-Compatibile-Grafica-Utilizzata/dp/B0B9RL9CMS/ref=sr_1_92?keywords=gpu&qid=1699441279&sr=8-92,4.5,2,95
"ADWITS 12 Pezzi Assortiti Spessore 0,5 1,0 1,5 mm Cuscinetti termoconduttivi in Silicone con conduttivitA  Termica 6,0 W/MK, Morbido Sicuro Semplice da Applicare per SSD CPU GPU-Blu",8.35,1,https://www.amazon.it//ADWITS-Silicone-conduttivo-conducibilit%C3%A0-Applicare/dp/B07X37QS3Z/ref=sr_1_93?keywords=gpu&qid=1699441279&sr=8-93,4.6,3975,96
HHCJ6 Dell NVIDIA Tesla K80 24 GB GDDR5 PCI-E 3.0 Server GPU Acceleratore (rinnovato),89.0,0,https://www.amazon.it//HHCJ6-Dell-NVIDIA-Acceleratore-rinnovato/dp/B07GJ45V3D/ref=sr_1_94?keywords=gpu&qid=1699441279&sr=8-94,3.8,82,97
ELUTENG Scheda PCIE Riser da 1x a 16x 8 Condensatori Indipendenti Pci-e Riser Card (Dual-6pin/MOLEX) Scheda Riser GPU con Cavo USB 3.0 da 60 cm per Ethereum Mining (3 Pezzi),23.99,1,https://www.amazon.it//ELUTENG-Condensatori-Indipendenti-Dual-6pin-Ethereum/dp/B09J2BTJZD/ref=sr_1_95?keywords=gpu&qid=1699441279&sr=8-95,4.5,114,98
"EZDIY-FAB Scheda Grafica Scheda Video per Supporti a Staffa GPU Supporto a Sfera/Custodia per Telaio, Alluminio Anodizzato in Alluminio, Carte Singole o Doppie-Nero",8.59,1,https://www.amazon.it//EZDIY-FAB-Supporti-Alluminio-Anodizzato-Doppie-Nero/dp/B078X3RY9T/ref=sr_1_96?keywords=gpu&qid=1699441279&sr=8-96,4.2,244,99
"MSI MPG GUNGNIR 300R AIRFLOW WHITE Mid-Tower PC Case - E-ATX, 4 ventole ARGB da 120mm con controller Hub, supporto verticale per GPU e supporto, filtri antipolvere, gestione cavi, USB Type-C (20Gbps)",189.0,1,https://www.amazon.it//MSI-GUNGNIR-AIRFLOW-WHITE-Mid-Tower/dp/B0C9YN4CFB/ref=sr_1_97?keywords=gpu&qid=1699441279&sr=8-97&ufe=app_do%3Aamzn1.fos.9d4f9b77-768c-4a4e-94ad-33674c20ab35,4.7,1743,100
"ASUS TUF Gaming GeForce RTX 4080 O16G OC Scheda Grafica Gaming, OpenGL 4.6, 16 GB GDDR6X, PCIe 4.0, HDMI 2.1a, DisplayPort 1.4a, GPU Tweak III, Nero",1405.74,0,https://www.amazon.it//ASUS-Gaming-GeForce-Grafica-DisplayPort/dp/B0BJQPQDSM/ref=sr_1_99?keywords=gpu&qid=1699441279&sr=8-99&ufe=app_do%3Aamzn1.fos.9d4f9b77-768c-4a4e-94ad-33674c20ab35,4.3,266,101
"upHere Supporto per GPU per scheda grafica Supporto per supporto scheda video Supporto sag/custodia per fondina, alluminio aerospaziale anodizzato, schede a slot singolo o doppio (nero), GL05",9.58,1,https://www.amazon.it//Novonest-supporti-Supporto-alluminio-anodizzato/dp/B076H12KQL/ref=sr_1_100?keywords=gpu&qid=1699441279&sr=8-100,4.2,739,102
"upHere 5V 3PIN ARGB Supporto per Scheda Grafica,Regolabile Supporto per Scheda Video,Slot Singolo,GH03ARGB",16.99,1,https://www.amazon.it//upHere-Supporto-Grafica-Regolabile-GH03ARGB/dp/B09KBR58K8/ref=sr_1_101?keywords=gpu&qid=1699441279&sr=8-101,4.4,157,103
